 1.000000000000E-02 -7.000000002908E+02  9.177306845293E+02 -1.617730684820E+03
 7.070000000000E+00 -7.008776482324E+02  1.002819230171E+03 -1.703696878403E+03
 7.080000000000E+00 -7.008735534226E+02  9.964158229762E+02 -1.697289376399E+03
 7.090000000000E+00 -7.008722731820E+02  9.900516478429E+02 -1.690923921025E+03
 7.100000000000E+00 -7.008615037323E+02  9.844467295744E+02 -1.685308233307E+03
 7.110000000000E+00 -7.008671314642E+02  9.820468182384E+02 -1.682913949703E+03
 7.120000000000E+00 -7.008612575508E+02  9.833020771048E+02 -1.684163334656E+03
 7.130000000000E+00 -7.008517770364E+02  9.864909376609E+02 -1.687342714697E+03
 7.140000000000E+00 -7.008566435676E+02  9.920321125893E+02 -1.692888756157E+03
 7.150000000000E+00 -7.008456508970E+02  9.994383806268E+02 -1.700284031524E+03
 7.160000000000E+00 -7.008413009356E+02  1.007030622061E+03 -1.707871922996E+03
 7.170000000000E+00 -7.008441311476E+02  1.014175031165E+03 -1.715019162312E+03
 7.180000000000E+00 -7.008492593043E+02  1.018975105982E+03 -1.719824365287E+03
 7.190000000000E+00 -7.008543620910E+02  1.020348872303E+03 -1.721203234394E+03
 7.200000000000E+00 -7.008540868515E+02  1.020631098178E+03 -1.721485185030E+03
 7.210000000000E+00 -7.008571841656E+02  1.021844121345E+03 -1.722701305511E+03
 7.220000000000E+00 -7.008515693911E+02  1.020711058172E+03 -1.721562627563E+03
 7.230000000000E+00 -7.008525754125E+02  1.014821376036E+03 -1.715673951449E+03
 7.240000000000E+00 -7.008635572463E+02  1.006655492672E+03 -1.707519049919E+03
 7.250000000000E+00 -7.008553636829E+02  1.000120320087E+03 -1.700975683770E+03
 7.260000000000E+00 -7.008517962037E+02  9.962309336810E+02 -1.697082729885E+03
 7.270000000000E+00 -7.008425837868E+02  9.935671857410E+02 -1.694409769528E+03
 7.280000000000E+00 -7.008423215379E+02  9.923399085028E+02 -1.693182230041E+03
 7.290000000000E+00 -7.008428818147E+02  9.929269383257E+02 -1.693769820140E+03
 7.300000000000E+00 -7.008362508984E+02  9.894880412074E+02 -1.690324292106E+03
 7.310000000000E+00 -7.008326435963E+02  9.788157390196E+02 -1.679648382616E+03
 7.320000000000E+00 -7.008331290334E+02  9.648941711865E+02 -1.665727300220E+03
 7.330000000000E+00 -7.008397674240E+02  9.532357932603E+02 -1.654075560684E+03
 7.340000000000E+00 -7.008410537432E+02  9.475297730297E+02 -1.648370826773E+03
 7.350000000000E+00 -7.008374786952E+02  9.474368941849E+02 -1.648274372880E+03
 7.360000000000E+00 -7.008269920850E+02  9.510474813902E+02 -1.651874473475E+03
 7.370000000000E+00 -7.008231495912E+02  9.568050298133E+02 -1.657628179404E+03
 7.380000000000E+00 -7.008267392859E+02  9.644461021098E+02 -1.665272841396E+03
 7.390000000000E+00 -7.008223948723E+02  9.728402120670E+02 -1.673662606939E+03
 7.400000000000E+00 -7.008277749061E+02  9.804604466081E+02 -1.681288221514E+03
 7.410000000000E+00 -7.008114046532E+02  9.861181196212E+02 -1.686929524274E+03
 7.420000000000E+00 -7.008111365963E+02  9.882167993242E+02 -1.689027935921E+03
 7.430000000000E+00 -7.008151851271E+02  9.888422420678E+02 -1.689657427195E+03
 7.440000000000E+00 -7.008028925800E+02  9.937441513035E+02 -1.694547043883E+03
 7.450000000000E+00 -7.008072799706E+02  1.003197463168E+03 -1.704004743139E+03
 7.460000000000E+00 -7.008149734503E+02  1.011860279185E+03 -1.712675252635E+03
 7.470000000000E+00 -7.008180338047E+02  1.016709185611E+03 -1.717527219416E+03
 7.480000000000E+00 -7.008259564425E+02  1.018359401549E+03 -1.719185357991E+03
 7.490000000000E+00 -7.008236460616E+02  1.018194891935E+03 -1.719018537996E+03
 7.500000000000E+00 -7.008246524790E+02  1.017380774864E+03 -1.718205427343E+03
 7.510000000000E+00 -7.008292505720E+02  1.018300203836E+03 -1.719129454408E+03
 7.520000000000E+00 -7.008220884843E+02  1.022093302797E+03 -1.722915391281E+03
 7.530000000000E+00 -7.008239003333E+02  1.027524739554E+03 -1.728348639887E+03
 7.540000000000E+00 -7.008275212279E+02  1.030697672802E+03 -1.731525194030E+03
 7.550000000000E+00 -7.008267514884E+02  1.026155723355E+03 -1.726982474843E+03
 7.560000000000E+00 -7.008384980283E+02  1.013641540223E+03 -1.714480038252E+03
 7.570000000000E+00 -7.008400069251E+02  9.976476809257E+02 -1.698487687851E+03
 7.580000000000E+00 -7.008448568605E+02  9.832569760756E+02 -1.684101832936E+03
 7.590000000000E+00 -7.008384563690E+02  9.737280807003E+02 -1.674566537069E+03
 7.600000000000E+00 -7.008489751774E+02  9.698272913216E+02 -1.670676266499E+03
 7.610000000000E+00 -7.008402846146E+02  9.691025264999E+02 -1.669942811115E+03
 7.620000000000E+00 -7.008440965888E+02  9.704807641780E+02 -1.671324860767E+03
 7.630000000000E+00 -7.008453839541E+02  9.768978201459E+02 -1.677743204100E+03
 7.640000000000E+00 -7.008362150093E+02  9.867337083658E+02 -1.687569923375E+03
 7.650000000000E+00 -7.008323932454E+02  9.934684742781E+02 -1.694300867523E+03
 7.660000000000E+00 -7.008331670910E+02  9.936001514716E+02 -1.694433318563E+03
 7.670000000000E+00 -7.008265046919E+02  9.863535401600E+02 -1.687180044852E+03
 7.680000000000E+00 -7.008290289383E+02  9.736252057555E+02 -1.674454234694E+03
 7.690000000000E+00 -7.008356319901E+02  9.618884496857E+02 -1.662724081676E+03
 7.700000000000E+00 -7.008386836653E+02  9.593690828539E+02 -1.660207766519E+03
 7.710000000000E+00 -7.008410235512E+02  9.686948771340E+02 -1.669535900685E+03
 7.720000000000E+00 -7.008408141695E+02  9.839089868819E+02 -1.684749801051E+03
 7.730000000000E+00 -7.008380250082E+02  9.966855014562E+02 -1.697523526464E+03
 7.740000000000E+00 -7.008390519237E+02  1.001748176100E+03 -1.702587228024E+03
 7.750000000000E+00 -7.008369940698E+02  9.979363603596E+02 -1.698773354429E+03
 7.760000000000E+00 -7.008410615025E+02  9.871293196831E+02 -1.687970381186E+03
 7.770000000000E+00 -7.008463964941E+02  9.744003077495E+02 -1.675246704244E+03
 7.780000000000E+00 -7.008318022325E+02  9.659625705881E+02 -1.666794372821E+03
 7.790000000000E+00 -7.008313082162E+02  9.630853887481E+02 -1.663916696964E+03
 7.800000000000E+00 -7.008351507165E+02  9.634641709916E+02 -1.664299321708E+03
 7.810000000000E+00 -7.008315650445E+02  9.659770367051E+02 -1.666808601750E+03
 7.820000000000E+00 -7.008405356918E+02  9.698535430945E+02 -1.670694078786E+03
 7.830000000000E+00 -7.008535913546E+02  9.729961190248E+02 -1.673849710379E+03
 7.840000000000E+00 -7.008535781401E+02  9.746742895459E+02 -1.675527867686E+03
 7.850000000000E+00 -7.008520338125E+02  9.761631859888E+02 -1.677015219801E+03
 7.860000000000E+00 -7.008563814240E+02  9.784752987650E+02 -1.679331680189E+03
 7.870000000000E+00 -7.008661153109E+02  9.819756299755E+02 -1.682841745286E+03
 7.880000000000E+00 -7.008564023277E+02  9.855952441814E+02 -1.686451646509E+03
 7.890000000000E+00 -7.008528185132E+02  9.875878599218E+02 -1.688440678435E+03
 7.900000000000E+00 -7.008494717494E+02  9.882869654370E+02 -1.689136437186E+03
 7.910000000000E+00 -7.008415245807E+02  9.903391364734E+02 -1.691180661054E+03
 7.920000000000E+00 -7.008415301116E+02  9.951948672457E+02 -1.696036397357E+03
 7.930000000000E+00 -7.008448722674E+02  1.001785654556E+03 -1.702630526823E+03
 7.940000000000E+00 -7.008433585912E+02  1.007508710222E+03 -1.708352068813E+03
 7.950000000000E+00 -7.008451644493E+02  1.009094756938E+03 -1.709939921387E+03
 7.960000000000E+00 -7.008479790772E+02  1.005002654322E+03 -1.705850633400E+03
 7.970000000000E+00 -7.008454174766E+02  9.960284210391E+02 -1.696873838516E+03
 7.980000000000E+00 -7.008423276829E+02  9.836845019713E+02 -1.684526829654E+03
 7.990000000000E+00 -7.008302727947E+02  9.714758356964E+02 -1.672306108491E+03
 8.000000000000E+00 -7.008292398360E+02  9.633221893555E+02 -1.664151429191E+03
 8.010000000000E+00 -7.008289706086E+02  9.612824300794E+02 -1.662111400688E+03
 8.020000000000E+00 -7.008320482979E+02  9.669215765597E+02 -1.667753624858E+03
 8.030000000000E+00 -7.008420637569E+02  9.787257443019E+02 -1.679567808059E+03
 8.040000000000E+00 -7.008408130166E+02  9.913719749593E+02 -1.692212787976E+03
 8.050000000000E+00 -7.008441479656E+02  9.996726042487E+02 -1.700516752214E+03
 8.060000000000E+00 -7.008477154681E+02  1.001850508608E+03 -1.702698224076E+03
 8.070000000000E+00 -7.008497364112E+02  1.000047546837E+03 -1.700897283248E+03
 8.080000000000E+00 -7.008558699157E+02  9.980165685905E+02 -1.698872438506E+03
 8.090000000000E+00 -7.008556187620E+02  9.975417737509E+02 -1.698397392513E+03
 8.100000000000E+00 -7.008535785676E+02  9.983361620930E+02 -1.699189740661E+03
 8.110000000000E+00 -7.008546132473E+02  9.993794398857E+02 -1.700234053133E+03
 8.120000000000E+00 -7.008523162587E+02  9.993619012087E+02 -1.700214217467E+03
 8.130000000000E+00 -7.008474539657E+02  9.975454992642E+02 -1.698392953230E+03
 8.140000000000E+00 -7.008610169911E+02  9.940686340820E+02 -1.694929651073E+03
 8.150000000000E+00 -7.008622981340E+02  9.897390602132E+02 -1.690601358347E+03
 8.160000000000E+00 -7.008646139123E+02  9.844366978559E+02 -1.685301311768E+03
 8.170000000000E+00 -7.008497598270E+02  9.768497467775E+02 -1.677699506604E+03
 8.180000000000E+00 -7.008407713888E+02  9.682164073430E+02 -1.669057178732E+03
 8.190000000000E+00 -7.008340895451E+02  9.629663014618E+02 -1.663800391007E+03
 8.200000000000E+00 -7.008261760099E+02  9.647525467753E+02 -1.665578722785E+03
 8.210000000000E+00 -7.008249271364E+02  9.709518008501E+02 -1.671776727987E+03
 8.220000000000E+00 -7.008356873101E+02  9.770646143502E+02 -1.677900301660E+03
 8.230000000000E+00 -7.008400501282E+02  9.810857950715E+02 -1.681925845200E+03
 8.240000000000E+00 -7.008385106064E+02  9.815959082286E+02 -1.682434418835E+03
 8.250000000000E+00 -7.008344028393E+02  9.790900986093E+02 -1.679924501449E+03
 8.260000000000E+00 -7.008387548336E+02  9.753201841355E+02 -1.676158938969E+03
 8.270000000000E+00 -7.008359448989E+02  9.707607104312E+02 -1.671596655330E+03
 8.280000000000E+00 -7.008364539073E+02  9.651311265783E+02 -1.665967580486E+03
 8.290000000000E+00 -7.008318120615E+02  9.598651783807E+02 -1.660696990442E+03
 8.300000000000E+00 -7.008333473121E+02  9.596345535107E+02 -1.660467900823E+03
 8.310000000000E+00 -7.008464359047E+02  9.644900476850E+02 -1.665336483590E+03
 8.320000000000E+00 -7.008433838039E+02  9.693742541661E+02 -1.670217637970E+03
 8.330000000000E+00 -7.008423645442E+02  9.706897014286E+02 -1.671532065973E+03
 8.340000000000E+00 -7.008479632533E+02  9.679785980671E+02 -1.668826561320E+03
 8.350000000000E+00 -7.008499712793E+02  9.659886580795E+02 -1.666838629359E+03
 8.360000000000E+00 -7.008466511082E+02  9.700524354709E+02 -1.670899086579E+03
 8.370000000000E+00 -7.008435985459E+02  9.793936146547E+02 -1.680237213201E+03
 8.380000000000E+00 -7.008405445553E+02  9.906458845161E+02 -1.691486429071E+03
 8.390000000000E+00 -7.008454374882E+02  1.000149725575E+03 -1.700995163064E+03
 8.400000000000E+00 -7.008459724254E+02  1.003129786711E+03 -1.703975759136E+03
 8.410000000000E+00 -7.008515725237E+02  9.968640371865E+02 -1.697715609710E+03
 8.420000000000E+00 -7.008504549405E+02  9.877498244374E+02 -1.688600279378E+03
 8.430000000000E+00 -7.008535681686E+02  9.876629792487E+02 -1.688516547417E+03
 8.440000000000E+00 -7.008561822551E+02  9.923345311016E+02 -1.693190713357E+03
 8.450000000000E+00 -7.008487577461E+02  9.933736685704E+02 -1.694222426317E+03
 8.460000000000E+00 -7.008477196846E+02  9.897619795832E+02 -1.690609699268E+03
 8.470000000000E+00 -7.008507710824E+02  9.837020489833E+02 -1.684552820066E+03
 8.480000000000E+00 -7.008533202314E+02  9.784003820950E+02 -1.679253702326E+03
 8.490000000000E+00 -7.008589516719E+02  9.757736882997E+02 -1.676632639972E+03
 8.500000000000E+00 -7.008617727522E+02  9.758089841801E+02 -1.676670756932E+03
 8.510000000000E+00 -7.008587106823E+02  9.774119502934E+02 -1.678270660976E+03
 8.520000000000E+00 -7.008617945866E+02  9.787278985710E+02 -1.679589693158E+03
 8.530000000000E+00 -7.008505360731E+02  9.778228495825E+02 -1.678673385656E+03
 8.540000000000E+00 -7.008428466952E+02  9.741035693702E+02 -1.674946416065E+03
 8.550000000000E+00 -7.008453945486E+02  9.693058723241E+02 -1.670151266873E+03
 8.560000000000E+00 -7.008469245819E+02  9.658993911145E+02 -1.666746315696E+03
 8.570000000000E+00 -7.008466690064E+02  9.658421351218E+02 -1.666688804128E+03
 8.580000000000E+00 -7.008510570652E+02  9.692360554559E+02 -1.670087112521E+03
 8.590000000000E+00 -7.008531197438E+02  9.718437286683E+02 -1.672696848412E+03
 8.600000000000E+00 -7.008446652678E+02  9.714059396565E+02 -1.672250604924E+03
 8.610000000000E+00 -7.008538545748E+02  9.691928724565E+02 -1.670046727031E+03
 8.620000000000E+00 -7.008507547005E+02  9.693292067559E+02 -1.670179961456E+03
 8.630000000000E+00 -7.008479572904E+02  9.749885865714E+02 -1.675836543862E+03
 8.640000000000E+00 -7.008461639072E+02  9.837523160011E+02 -1.684598479908E+03
 8.650000000000E+00 -7.008482171898E+02  9.941652132963E+02 -1.695013430486E+03
 8.660000000000E+00 -7.008466886700E+02  1.004435045751E+03 -1.705281734421E+03
 8.670000000000E+00 -7.008385001882E+02  1.012485244542E+03 -1.713323744730E+03
 8.680000000000E+00 -7.008326106950E+02  1.017062446318E+03 -1.717895057013E+03
 8.690000000000E+00 -7.008343888880E+02  1.018061115665E+03 -1.718895504553E+03
 8.700000000000E+00 -7.008341133083E+02  1.017327226363E+03 -1.718161339671E+03
 8.710000000000E+00 -7.008343658358E+02  1.017641356035E+03 -1.718475721871E+03
 8.720000000000E+00 -7.008279761205E+02  1.019610153420E+03 -1.720438129541E+03
 8.730000000000E+00 -7.008297906371E+02  1.021500057939E+03 -1.722329848577E+03
 8.740000000000E+00 -7.008282775998E+02  1.019885331031E+03 -1.720713608631E+03
 8.750000000000E+00 -7.008257036789E+02  1.011991517148E+03 -1.712817220827E+03
 8.760000000000E+00 -7.008402427230E+02  1.000702784636E+03 -1.701543027359E+03
 8.770000000000E+00 -7.008425316033E+02  9.938084942737E+02 -1.694651025877E+03
 8.780000000000E+00 -7.008356633345E+02  9.938247524436E+02 -1.694660415778E+03
 8.790000000000E+00 -7.008272476652E+02  9.950925709186E+02 -1.695919818584E+03
 8.800000000000E+00 -7.008280118067E+02  9.924264853388E+02 -1.693254497145E+03
 8.810000000000E+00 -7.008292610160E+02  9.857214266584E+02 -1.686550687674E+03
 8.820000000000E+00 -7.008381858601E+02  9.792857709563E+02 -1.680123956816E+03
 8.830000000000E+00 -7.008299897050E+02  9.781283673120E+02 -1.678958357017E+03
 8.840000000000E+00 -7.008279687773E+02  9.830498353148E+02 -1.683877804092E+03
 8.850000000000E+00 -7.008121260000E+02  9.902635596113E+02 -1.691075685611E+03
 8.860000000000E+00 -7.008108721289E+02  9.950863104799E+02 -1.695897182609E+03
 8.870000000000E+00 -7.008054968711E+02  9.939165655927E+02 -1.694722062464E+03
 8.880000000000E+00 -7.008044366175E+02  9.873441500437E+02 -1.688148586661E+03
 8.890000000000E+00 -7.007972378312E+02  9.809506099347E+02 -1.681747847766E+03
 8.900000000000E+00 -7.007888091385E+02  9.793201366317E+02 -1.680108945770E+03
 8.910000000000E+00 -7.007893546787E+02  9.803034737387E+02 -1.681092828417E+03
 8.920000000000E+00 -7.007824245907E+02  9.799790398884E+02 -1.680761464479E+03
 8.930000000000E+00 -7.007938962267E+02  9.812281638278E+02 -1.682022060055E+03
 8.940000000000E+00 -7.007834290921E+02  9.896289862854E+02 -1.690412415377E+03
 8.950000000000E+00 -7.007901461540E+02  1.001275781823E+03 -1.702065927977E+03
 8.960000000000E+00 -7.007986190630E+02  1.007334160532E+03 -1.708132779595E+03
 8.970000000000E+00 -7.008008946462E+02  1.004279193330E+03 -1.705080087976E+03
 8.980000000000E+00 -7.007898714346E+02  9.961015192331E+02 -1.696891390668E+03
 8.990000000000E+00 -7.007868080206E+02  9.859226359145E+02 -1.686709443935E+03
 9.000000000000E+00 -7.007831929552E+02  9.743595709141E+02 -1.675142763869E+03
 9.010000000000E+00 -7.007816394261E+02  9.656825262792E+02 -1.666464165705E+03
 9.020000000000E+00 -7.007844524374E+02  9.628412016607E+02 -1.663625654098E+03
 9.030000000000E+00 -7.007854704913E+02  9.664868603820E+02 -1.667272330873E+03
 9.040000000000E+00 -7.007793574884E+02  9.763614180379E+02 -1.677140775526E+03
 9.050000000000E+00 -7.007842667076E+02  9.873728091495E+02 -1.688157075857E+03
 9.060000000000E+00 -7.007875917858E+02  9.927363267378E+02 -1.693523918524E+03
 9.070000000000E+00 -7.007865348588E+02  9.921336941855E+02 -1.692920229044E+03
 9.080000000000E+00 -7.007924231032E+02  9.893893157989E+02 -1.690181738902E+03
 9.090000000000E+00 -7.007860266554E+02  9.849108098647E+02 -1.685696836520E+03
 9.100000000000E+00 -7.007918888191E+02  9.786397004500E+02 -1.679431589269E+03
 9.110000000000E+00 -7.007890385078E+02  9.743452275454E+02 -1.675134266053E+03
 9.120000000000E+00 -7.007905660442E+02  9.769006752453E+02 -1.677691241290E+03
 9.130000000000E+00 -7.007880485557E+02  9.870811536727E+02 -1.687869202228E+03
 9.140000000000E+00 -7.007865708284E+02  9.984829657645E+02 -1.699269536593E+03
 9.150000000000E+00 -7.007853001904E+02  1.002883009832E+03 -1.703668310023E+03
 9.160000000000E+00 -7.007903842691E+02  9.990412587582E+02 -1.699831643027E+03
 9.170000000000E+00 -7.007893361810E+02  9.924244883860E+02 -1.693213824567E+03
 9.180000000000E+00 -7.007819066903E+02  9.876213483395E+02 -1.688403255030E+03
 9.190000000000E+00 -7.007716743650E+02  9.859225886178E+02 -1.686694262983E+03
 9.200000000000E+00 -7.007724363083E+02  9.863400031948E+02 -1.687112439503E+03
 9.210000000000E+00 -7.007731916419E+02  9.888048512004E+02 -1.689578042842E+03
 9.220000000000E+00 -7.007744899762E+02  9.937057993004E+02 -1.694480289277E+03
 9.230000000000E+00 -7.007770722449E+02  9.979073297206E+02 -1.698684401965E+03
 9.240000000000E+00 -7.007760477806E+02  9.978567856256E+02 -1.698632833406E+03
 9.250000000000E+00 -7.007801256584E+02  9.934924912430E+02 -1.694272616901E+03
 9.260000000000E+00 -7.007880365188E+02  9.879609651038E+02 -1.688749001623E+03
 9.270000000000E+00 -7.007852105245E+02  9.854450369771E+02 -1.686230247502E+03
 9.280000000000E+00 -7.007818942641E+02  9.878492026111E+02 -1.688631096875E+03
 9.290000000000E+00 -7.007847245237E+02  9.937251815294E+02 -1.694509906053E+03
 9.300000000000E+00 -7.007793610127E+02  1.000484175279E+03 -1.701263536292E+03
 9.310000000000E+00 -7.007845020966E+02  1.005269948133E+03 -1.706054450230E+03
 9.320000000000E+00 -7.007793922943E+02  1.004508168516E+03 -1.705287560810E+03
 9.330000000000E+00 -7.007719394815E+02  9.970382662031E+02 -1.697810205685E+03
 9.340000000000E+00 -7.007688083832E+02  9.877398902743E+02 -1.688508698657E+03
 9.350000000000E+00 -7.007670082418E+02  9.850521368956E+02 -1.685819145137E+03
 9.360000000000E+00 -7.007765286997E+02  9.903885990943E+02 -1.691165127794E+03
 9.370000000000E+00 -7.007816822076E+02  9.971116988290E+02 -1.697893381037E+03
 9.380000000000E+00 -7.007834815819E+02  9.997515859468E+02 -1.700535067529E+03
 9.390000000000E+00 -7.007860418453E+02  9.965646493862E+02 -1.697350691232E+03
 9.400000000000E+00 -7.007908847682E+02  9.880151295632E+02 -1.688806014331E+03
 9.410000000000E+00 -7.007893017691E+02  9.782097232755E+02 -1.678999025045E+03
 9.420000000000E+00 -7.007893055058E+02  9.737892363471E+02 -1.674578541853E+03
 9.430000000000E+00 -7.007939491174E+02  9.747427504654E+02 -1.675536699583E+03
 9.440000000000E+00 -7.007985834693E+02  9.758707308345E+02 -1.676669314304E+03
 9.450000000000E+00 -7.007990957821E+02  9.731464321439E+02 -1.673945527926E+03
 9.460000000000E+00 -7.007998392999E+02  9.666387683362E+02 -1.667438607636E+03
 9.470000000000E+00 -7.007944430362E+02  9.601444956063E+02 -1.660938938643E+03
 9.480000000000E+00 -7.008008363701E+02  9.569487762213E+02 -1.657749612591E+03
 9.490000000000E+00 -7.008059522020E+02  9.580769636564E+02 -1.658882915858E+03
 9.500000000000E+00 -7.008105726297E+02  9.632932416287E+02 -1.664103814258E+03
 9.510000000000E+00 -7.008059824381E+02  9.701839912415E+02 -1.670989973680E+03
 9.520000000000E+00 -7.008059939836E+02  9.756575438150E+02 -1.676463537799E+03
 9.530000000000E+00 -7.008026557285E+02  9.780027051753E+02 -1.678805360904E+03
 9.540000000000E+00 -7.008003322072E+02  9.787885248349E+02 -1.679588857042E+03
 9.550000000000E+00 -7.008013663428E+02  9.806976052501E+02 -1.681498971593E+03
 9.560000000000E+00 -7.007942350323E+02  9.823322662666E+02 -1.683126501299E+03
 9.570000000000E+00 -7.008047277589E+02  9.791860971092E+02 -1.679990824868E+03
 9.580000000000E+00 -7.008021203917E+02  9.719039400336E+02 -1.672706060425E+03
 9.590000000000E+00 -7.008090292869E+02  9.664452746852E+02 -1.667254303972E+03
 9.600000000000E+00 -7.008075237040E+02  9.635892777540E+02 -1.664396801458E+03
 9.610000000000E+00 -7.008067470317E+02  9.598276463425E+02 -1.660634393374E+03
 9.620000000000E+00 -7.007997800000E+02  9.566959599569E+02 -1.657495739957E+03
 9.630000000000E+00 -7.008051388280E+02  9.614601167614E+02 -1.662265255589E+03
 9.640000000000E+00 -7.008151849256E+02  9.758016627195E+02 -1.676616847645E+03
 9.650000000000E+00 -7.008159999212E+02  9.909229373051E+02 -1.691738937226E+03
 9.660000000000E+00 -7.008180430702E+02  9.990225781553E+02 -1.699840621226E+03
 9.670000000000E+00 -7.008149427817E+02  9.994933029283E+02 -1.700308245710E+03
 9.680000000000E+00 -7.008156925579E+02  9.956971607708E+02 -1.696512853329E+03
 9.690000000000E+00 -7.008095575805E+02  9.901969716100E+02 -1.691006529190E+03
 9.700000000000E+00 -7.008162413709E+02  9.823168792809E+02 -1.683133120652E+03
 9.710000000000E+00 -7.008226336538E+02  9.696608449160E+02 -1.670483478570E+03
 9.720000000000E+00 -7.008174395105E+02  9.555466872214E+02 -1.656364126732E+03
 9.730000000000E+00 -7.008179245451E+02  9.509349191747E+02 -1.651752843720E+03
 9.740000000000E+00 -7.008264236462E+02  9.598711925148E+02 -1.660697616161E+03
 9.750000000000E+00 -7.008259657579E+02  9.746783541940E+02 -1.675504319952E+03
 9.760000000000E+00 -7.008318634998E+02  9.863009599474E+02 -1.687132823447E+03
 9.770000000000E+00 -7.008280078311E+02  9.916997504844E+02 -1.692527758316E+03
 9.780000000000E+00 -7.008267142918E+02  9.922363885225E+02 -1.693063102814E+03
 9.790000000000E+00 -7.008272024268E+02  9.900348077875E+02 -1.690862010214E+03
 9.800000000000E+00 -7.008151544813E+02  9.886535463539E+02 -1.689468700835E+03
 9.810000000000E+00 -7.008036417988E+02  9.907831718623E+02 -1.691586813661E+03
 9.820000000000E+00 -7.008036700142E+02  9.958013055715E+02 -1.696604975586E+03
 9.830000000000E+00 -7.008085716167E+02  9.997401321827E+02 -1.700548703799E+03
 9.840000000000E+00 -7.008065255003E+02  9.975946750062E+02 -1.698401200506E+03
 9.850000000000E+00 -7.007990728460E+02  9.892325756237E+02 -1.690031648470E+03
 9.860000000000E+00 -7.008054458357E+02  9.791868476186E+02 -1.679992293454E+03
 9.870000000000E+00 -7.008064697523E+02  9.722908785305E+02 -1.673097348283E+03
 9.880000000000E+00 -7.008018917328E+02  9.697245985453E+02 -1.670526490278E+03
 9.890000000000E+00 -7.008084947233E+02  9.703263092418E+02 -1.671134803965E+03
 9.900000000000E+00 -7.008000699490E+02  9.799447167911E+02 -1.680744786740E+03
 9.910000000000E+00 -7.007973314198E+02  9.945346281901E+02 -1.695331959610E+03
 9.920000000000E+00 -7.007932341104E+02  1.002048859202E+03 -1.702842093312E+03
 9.930000000000E+00 -7.007811628916E+02  1.000354814917E+03 -1.701135977809E+03
 9.940000000000E+00 -7.007737087049E+02  9.942604988239E+02 -1.695034207529E+03
 9.950000000000E+00 -7.007760167156E+02  9.879797448409E+02 -1.688755761557E+03
 9.960000000000E+00 -7.007783121495E+02  9.818965769263E+02 -1.682674889076E+03
 9.970000000000E+00 -7.007870041734E+02  9.772198247670E+02 -1.678006828940E+03
 9.980000000000E+00 -7.007867571429E+02  9.753311321700E+02 -1.676117889313E+03
 9.990000000000E+00 -7.007888155367E+02  9.751365450381E+02 -1.675925360575E+03
 1.000000000000E+01 -7.007865109652E+02  9.752340490186E+02 -1.676020559984E+03
 1.001000000000E+01 -7.007872702306E+02  9.759000080855E+02 -1.676687278316E+03
 1.002000000000E+01 -7.007944368649E+02  9.785371675572E+02 -1.679331604422E+03
 1.003000000000E+01 -7.007824157819E+02  9.835558446525E+02 -1.684338260434E+03
 1.004000000000E+01 -7.007847280109E+02  9.896692877666E+02 -1.690454015778E+03
 1.005000000000E+01 -7.007919020049E+02  9.957519526202E+02 -1.696543854625E+03
 1.006000000000E+01 -7.007896219320E+02  1.000708330059E+03 -1.701497951991E+03
 1.007000000000E+01 -7.007911586124E+02  1.001877785942E+03 -1.702668944554E+03
 1.008000000000E+01 -7.007911386942E+02  9.993181244669E+02 -1.700109263161E+03
 1.009000000000E+01 -7.008023976820E+02  9.953110531407E+02 -1.696113450823E+03
 1.010000000000E+01 -7.007957150338E+02  9.907916091710E+02 -1.691587324205E+03
 1.011000000000E+01 -7.007913437939E+02  9.889160240406E+02 -1.689707367834E+03
 1.012000000000E+01 -7.007929085835E+02  9.915668854918E+02 -1.692359794075E+03
 1.013000000000E+01 -7.007988365692E+02  9.945255024844E+02 -1.695324339054E+03
 1.014000000000E+01 -7.008055039036E+02  9.920629157030E+02 -1.692868419607E+03
 1.015000000000E+01 -7.008218573313E+02  9.830044488195E+02 -1.683826306151E+03
 1.016000000000E+01 -7.008238684702E+02  9.721796491694E+02 -1.673003517640E+03
 1.017000000000E+01 -7.008282166370E+02  9.654265506947E+02 -1.666254767332E+03
 1.018000000000E+01 -7.008292509449E+02  9.640601614742E+02 -1.664889412419E+03
 1.019000000000E+01 -7.008302798776E+02  9.666223955284E+02 -1.667452675406E+03
 1.020000000000E+01 -7.008346239032E+02  9.721155389038E+02 -1.672950162807E+03
 1.021000000000E+01 -7.008279874258E+02  9.804958056156E+02 -1.681323793041E+03
 1.022000000000E+01 -7.008216361033E+02  9.883487867270E+02 -1.689170422830E+03
 1.023000000000E+01 -7.008283129315E+02  9.889781219327E+02 -1.689806434864E+03
 1.024000000000E+01 -7.008313613621E+02  9.796804309475E+02 -1.680511792310E+03
 1.025000000000E+01 -7.008400261565E+02  9.643895323392E+02 -1.665229558496E+03
 1.026000000000E+01 -7.008405088551E+02  9.497392227256E+02 -1.650579731581E+03
 1.027000000000E+01 -7.008402317951E+02  9.411943799799E+02 -1.642034611775E+03
 1.028000000000E+01 -7.008333224762E+02  9.421530711387E+02 -1.642986393615E+03
 1.029000000000E+01 -7.008297908392E+02  9.513983181663E+02 -1.652228109006E+03
 1.030000000000E+01 -7.008270222726E+02  9.610108535475E+02 -1.661837875820E+03
